,Unnamed: 0,Datetime,TweetId,Text,EncodedText,Username,Tweet,Language,Drug,IsValid,CleanText,AbsText,WordCount,AbsCount
11713,11713,2020-08-25 06:31:29+00:00,1298145957692006400,"🧡Flushing!!! How bad is yours??🧡
Mine wasn't too bad really just 3 or 4 times a week. Now ive only had 1 flush in the past 9 weeks!!!
I wound a secret that completely stopped my flushing.
You will have to watch this video to find out how.
https://t.co/i0DDAzfPh5
#ms #tecfidera https://t.co/41Kt5Iq4Zo","b""\xf0\x9f\xa7\xa1Flushing!!! How bad is yours??\xf0\x9f\xa7\xa1\nMine wasn't too bad really just 3 or 4 times a week. Now ive only had 1 flush in the past 9 weeks!!!\nI wound a secret that completely stopped my flushing.\nYou will have to watch this video to find out how.\nhttps://t.co/i0DDAzfPh5\n#ms #tecfidera https://t.co/41Kt5Iq4Zo""",MyMS87365951,https://twitter.com/MyMS87365951/status/1298145957692006400,en,tecfidera,,Flushing How bad is yours Mine wasnt too bad really just or times a week Now ive only had flush in the past weeks I wound a secret that completely stopped my flushing You will have to watch this video to find out how ms tecfidera,Flushing How bad is yours Mine wasnt too bad really just or times a week Now ive only had flush in the past weeks I wound a secret that completely stopped my flushing You will have to watch this video to find out how,46,44
43578,43578,2022-03-22 11:09:35+00:00,1506226580745564165,"@katesmith1674 @shiftms Hi Kate, sorry to hear you've been experiencing pain. We've got lots of info on Ocrevus that may be helpful to you https://t.co/Pwi0gJaKdN

Our MS Helpline nurses are also there for you with information and support: 0808 800 8000 or email helpline@mssociety.org.uk 🧡","b""@katesmith1674 @shiftms Hi Kate, sorry to hear you've been experiencing pain. We've got lots of info on Ocrevus that may be helpful to you https://t.co/Pwi0gJaKdN\n\nOur MS Helpline nurses are also there for you with information and support: 0808 800 8000 or email helpline@mssociety.org.uk \xf0\x9f\xa7\xa1""",mssocietyuk,https://twitter.com/mssocietyuk/status/1506226580745564165,en,ocrevus,,Hi Kate sorry to hear youve been experiencing pain Weve got lots of info on Ocrevus that may be helpful to you Our MS Helpline nurses are also there for you with information and support or email helplineorguk,Hi Kate sorry to hear youve been experiencing pain Weve got lots of info on Ocrevus that may be helpful to you Our MS Helpline nurses are also there for you with information and support or email helplineorguk,38,38
60335,60335,2018-01-12 11:16:48+00:00,951774962272145408,Ocrevus approved in the European Union for relapsing forms of multiple sclerosis and primary progressive (the one and only) multiple sclerosis https://t.co/EVLFMfb1tU #MS #EM #esclerosismultiple,b'Ocrevus approved in the European Union for relapsing forms of multiple sclerosis and primary progressive (the one and only) multiple sclerosis https://t.co/EVLFMfb1tU #MS #EM #esclerosismultiple',Dani__Suarezz,https://twitter.com/Dani__Suarezz/status/951774962272145408,en,ocrevus,,Ocrevus approved in the European Union for relapsing forms of multiple sclerosis and primary progressive the one and only multiple sclerosis MS EM esclerosismultiple,Ocrevus approved in the European Union for relapsing forms of multiple sclerosis and primary progressive the one and only multiple sclerosis,24,21
72373,72373,2021-05-06 10:52:50+00:00,1390258247462961156,"""Because of higher efficacy and lower net costs, ocrelizumab and alemtuzumab are considered the best value."" Economics of Multiple Sclerosis Disease-Modifying Therapies in the USA https://t.co/PJAwth8sic","b'""Because of higher efficacy and lower net costs, ocrelizumab and alemtuzumab are considered the best value."" Economics of Multiple Sclerosis Disease-Modifying Therapies in the USA https://t.co/PJAwth8sic'",AaronBosterMD,https://twitter.com/AaronBosterMD/status/1390258247462961156,en,alemtuzumab,,Because of higher efficacy and lower net costs ocrelizumab and alemtuzumab are considered the best value Economics of Multiple Sclerosis DiseaseModifying Therapies in the USA,Because of higher efficacy and lower net costs ocrelizumab and alemtuzumab are considered the best value Economics of Multiple Sclerosis DiseaseModifying Therapies in the USA,25,25
7400,7400,2019-06-10 22:39:15+00:00,1138214067599020032,"My wife takes the disease modifying drug Aubagio for her multiple sclerosis.  In 2014, this drug cost $54,000 per year.  Today, it cost... https://t.co/4EVmFZY607","b'My wife takes the disease modifying drug Aubagio for her multiple sclerosis.  In 2014, this drug cost $54,000 per year.  Today, it cost... https://t.co/4EVmFZY607'",GregMilligan8,https://twitter.com/GregMilligan8/status/1138214067599020032,en,aubagio,,My wife takes the disease modifying drug Aubagio for her multiple sclerosis In  this drug cost 54000 per year Today it cost,My wife takes the disease modifying drug Aubagio for her multiple sclerosis In  this drug cost 54000 per year Today it cost,22,22
52449,52449,2020-08-07 06:45:04+00:00,1291626393424420867,@DJS_KBO @drbarrysinger @AaronBosterMD @KlausSchmierer The data are fairly similar to the OPERA study (Ocrevus vs. Rebif) in my opinion.,b'@DJS_KBO @drbarrysinger @AaronBosterMD @KlausSchmierer The data are fairly similar to the OPERA study (Ocrevus vs. Rebif) in my opinion.',Brandon_Beaber,https://twitter.com/Brandon_Beaber/status/1291626393424420867,en,ocrevus,,The data are fairly similar to the OPERA study Ocrevus vs Rebif in my opinion,The data are fairly similar to the OPERA study Ocrevus vs Rebif in my opinion,15,15
28314,28314,2020-09-29 14:11:10+00:00,1310945218087325696,"""Earlier this year, @Novartis presented data showing its multiple sclerosis drug Mayzent could be effective when given early for secondary progressive MS,"" according to @FierceBiotech. https://t.co/5ASQ3nFNFK","b'""Earlier this year, @Novartis presented data showing its multiple sclerosis drug Mayzent could be effective when given early for secondary progressive MS,"" according to @FierceBiotech. https://t.co/5ASQ3nFNFK'",EPMScientific,https://twitter.com/EPMScientific/status/1310945218087325696,en,mayzent,,Earlier this year presented data showing its multiple sclerosis drug Mayzent could be effective when given early for secondary progressive MS according to ,Earlier this year presented data showing its multiple sclerosis drug Mayzent could be effective when given early for secondary progressive MS according to ,23,23
13960,13960,2019-06-05 19:28:34+00:00,1136354142799171584,@TravisAllen02 Tecfidera cost $7100 a month.   I've been on for 5 year. Thank God for insurance. This prevents my #MS #MultipleSclerosis from progressing. This is a drug I must have. This is why so many people pick and choose  food/rent/bills or medicine.,"b""@TravisAllen02 Tecfidera cost $7100 a month.   I've been on for 5 year. Thank God for insurance. This prevents my #MS #MultipleSclerosis from progressing. This is a drug I must have. This is why so many people pick and choose  food/rent/bills or medicine.""",ICU1972,https://twitter.com/ICU1972/status/1136354142799171584,en,tecfidera,,Tecfidera cost 7100 a month Ive been on for year Thank God for insurance This prevents my MS MultipleSclerosis from progressing This is a drug I must have This is why so many people pick and choose foodrentbills or medicine,Tecfidera cost 7100 a month Ive been on for year Thank God for insurance This prevents my from progressing This is a drug I must have This is why so many people pick and choose foodrentbills or medicine,40,38
2586,2586,2018-04-13 14:51:39+00:00,984806326265155584,EMD Serono Highlights Commitment to Advance Multiple Sclerosis Treatment with Investigational Cladribine Tablets and Rebif® Data at AAN 2018 https://t.co/XIHYEi6Yk2,b'EMD Serono Highlights Commitment to Advance Multiple Sclerosis Treatment with Investigational Cladribine Tablets and Rebif\xc2\xae Data at AAN\xc2\xa02018 https://t.co/XIHYEi6Yk2',RazzleTazzleMag,https://twitter.com/RazzleTazzleMag/status/984806326265155584,en,cladribine,,EMD Serono Highlights Commitment to Advance Multiple Sclerosis Treatment with Investigational Cladribine Tablets and Rebif Data at AAN2018,EMD Serono Highlights Commitment to Advance Multiple Sclerosis Treatment with Investigational Cladribine Tablets and Rebif Data at AAN2018,18,18
44144,44144,2022-02-17 00:59:24+00:00,1494114220874641409,"anyone experience the crap gap on #ocrevus and think they are imagining it?
#ms
#MultipleSclerosis",b'anyone experience the crap gap on #ocrevus and think they are imagining it?\n#ms\n#MultipleSclerosis',RestedIn,https://twitter.com/RestedIn/status/1494114220874641409,en,ocrevus,,anyone experience the crap gap on ocrevus and think they are imagining it ms MultipleSclerosis,anyone experience the crap gap on and think they are imagining it,15,12
46409,46409,2021-09-25 13:47:30+00:00,1441761279396311046,"Had my flu jab today. I do not care if it only 1% effective (Ocrevus et al), it is still worth it. 

https://t.co/xZuRQ4qevP https://t.co/8AChXMLU1C","b'Had my flu jab today. I do not care if it only 1% effective (Ocrevus et al), it is still worth it. \n\nhttps://t.co/xZuRQ4qevP https://t.co/8AChXMLU1C'",themsguide,https://twitter.com/themsguide/status/1441761279396311046,en,ocrevus,,Had my flu jab today I do not care if it only  effective Ocrevus et al it is still worth it,Had my flu jab today I do not care if it only  effective Ocrevus et al it is still worth it,21,21
5866,5866,2021-05-16 06:01:59+00:00,1393808932229980161,"@GavinGiovannoni This may be due to edema from new brain lesions with aubagio offsetting greater neuronal/axonal loss.  ""Concurrent inflammation has an impact on brain volume measurements"" https://t.co/mfDEmkZVdE","b'@GavinGiovannoni This may be due to edema from new brain lesions with aubagio offsetting greater neuronal/axonal loss.  ""Concurrent inflammation has an impact on brain volume measurements"" https://t.co/mfDEmkZVdE'",Brandon_Beaber,https://twitter.com/Brandon_Beaber/status/1393808932229980161,en,aubagio,,This may be due to edema from new brain lesions with aubagio offsetting greater neuronalaxonal loss Concurrent inflammation has an impact on brain volume measurements,This may be due to edema from new brain lesions with aubagio offsetting greater neuronalaxonal loss Concurrent inflammation has an impact on brain volume measurements,25,25
40595,40595,2020-08-12 17:51:14+00:00,1293605979875991552,"JC virus DNA detected in the blood and/or the urine are not helpful in risk stratification for PML. In a patient such as this with prior immunosuppression and positive JC virus antibody index, the risk of PML is about 1:330 if natalizumab is given for less than 24 months.","b'JC virus DNA detected in the blood and/or the urine are not helpful in risk stratification for PML. In a patient such as this with prior immunosuppression and positive JC virus antibody index, the risk of PML is about 1:330 if natalizumab is given for less than 24 months.'",MizzouID,https://twitter.com/MizzouID/status/1293605979875991552,en,natalizumab,,JC virus DNA detected in the blood andor the urine are not helpful in risk stratification for PML In a patient such as this with prior immunosuppression and positive JC virus antibody index the risk of PML is about 330 if natalizumab is given for less than months,JC virus DNA detected in the blood andor the urine are not helpful in risk stratification for PML In a patient such as this with prior immunosuppression and positive JC virus antibody index the risk of PML is about 330 if natalizumab is given for less than months,48,48
55844,55844,2019-08-20 03:24:36+00:00,1163653029364740097,Any MS friends on Ocrevus? Need some opinions and thoughts. https://t.co/j0niRYaXhK,b'Any MS friends on Ocrevus? Need some opinions and thoughts. https://t.co/j0niRYaXhK',missq2u,https://twitter.com/missq2u/status/1163653029364740097,en,ocrevus,,Any MS friends on Ocrevus Need some opinions and thoughts,Any MS friends on Ocrevus Need some opinions and thoughts,10,10
19388,19388,2020-05-18 19:40:41+00:00,1262468167089209344,I was at chamsine bakery buying bread and the man who gave me the bag turned out to be my customer at the pharmacy. His daughter has Multiple Sclerosis and her treatment (Gilenya) costs 2.28 million lira (used to be 3.1m) every month,b'I was at chamsine bakery buying bread and the man who gave me the bag turned out to be my customer at the pharmacy. His daughter has Multiple Sclerosis and her treatment (Gilenya) costs 2.28 million lira (used to be 3.1m) every month',Shadiafc14,https://twitter.com/Shadiafc14/status/1262468167089209344,en,gilenya,,I was at chamsine bakery buying bread and the man who gave me the bag turned out to be my customer at the pharmacy His daughter has Multiple Sclerosis and her treatment Gilenya costs million lira used to be m every month,I was at chamsine bakery buying bread and the man who gave me the bag turned out to be my customer at the pharmacy His daughter has Multiple Sclerosis and her treatment Gilenya costs million lira used to be m every month,42,42
