,CleanText,Label
1999,Well Im finished All went very well Thats my last Tysabri. Ill be starting Ocrevus in a few weeks.,1
2000,Just in MRI results after year of Mavenclad NO new lesions NO active lesions even some lesions that have SHRUNK Neurologist called it a spectacular result I m so happy ,1
2001,Happy to help out and share contact details on my experience with Lemtrada will PM you xxx,1
2002,Just had Stelara infusion on nd. Coming off yrs of Cimzia. Tried Remicaid Humira Tysabri,0
2003,I have just been offered the vaccine because of the ocrevus infusions I m on affects my immune system Would you take it or have you taken it yet ,1
2004,No. I was on Copaxone for awhile and then was switched to Tecfidera but I dropped it for long stretches at a time Neither DMT has made me feel any better at all. All I can hope is that they prevent me from getting any worse but don t change how I deal with day to day,1
2005,RT zerohedge PATIENT ON DRUG SIMILAR TO TECFIDERA DIED OF INFECTION JOURNAL. nd Tecfidera death since October ,0
2006,Todays just routine MultipleSclerosis treatment. ocrevus takes forever. Thanks for the entertainment. No one has died yet so I havent gotten too far along,1
2007,Concerned about the really low vaccine response in the ocrelizumab group I did a quick reanalysis of this and related data to better understand the factors affecting vaccine response for patients on b cell depleting therapies BCDT . Time and b cell levels matter A thread ,1
2008,Daily Dose with Dr. Kantor See MS specialist s talk on DMT Tecfidera. MSF,0
2009,Im Kate from Melbourne Australia. Diagnosed almost one yr ago. On Ocrevus and doing well,0
2010,Ocrelizumab shows promise in primary progressive and relapsingremitting MS MS,0
2011,Ocrelizumab is suppose to be real good for people who are more advanced. You should look into it,0
2012,Aubagio Side effects cost uses and more,0
2013,GOD it s insane how i already feel better neurologically.. thank u ocrevus for my life,1
2014,A Randomized Placebo Controlled Trial of Natalizumab for Relapsing Multiple Sclerosis NEJM,0
2015,NHS England strikes new deals to make two new innovative treatments available routinely on the NHS news NHS MultipleSclerosis breastcancer Mavenclad Pertuzumab,0
2016,It s Blood Donut Day Blooddonutday ms lemtrada,0
2017,Heh. Had high doses intravenously daily during Lemtrada rounds. Mad as a box of fish both times. TV at am is.interesting,0
2018,Basically it means I don t have the virus. I had to have a blood test to find out if I have the JC virus before starting Tysabri because if you do have it there is more chance of developing PML brain infection when you have Tysabri x,1
2019,In assessing the efficacy of natalizumab,0
2020,This week Novartis received FDA approval for MS drug Gilenya in kids. Why did kids have to wait EIGHT years for approval after the adult approval when Novartis now receives an incentive of months pediatric exclusivity valued at . B ,0
2021,Health Canada Approves OCREVUS ocrelizumab for Canadians Living with Primary Progressive Multiple Sclerosis PPMS ,0
2022,Genentech Presents New Six year Ocrevus Ocrelizumab Data Which Showed That Earlier Initiation and Continuation of,0
2023,I think my Pluto Rx moment happened today when I rescheduled my Ocrevus appointment to line up with my second Corvid vxx. Ocrevus kills your B cells very Plutonian.,1
2024,Recent Update to Gilenya Prescribing Information...,0
2025,It is similar to gilenya. Likely moderately increased risk. More info in this video ,0
2026,Cost Utility of Fingolimod Compared With Dimethyl Fumarate Dmf In Highly Active Relapsing Remitting Multiple,0
2027,Myra buys SHPG Hedge fund manager targets patent for Biogen s blockbuster MS drug Tecfidera,0
2028,The approved mg daily dose of Gilenya remains the optimal dose for relapsing remitting MS but mg day merits study review reports.,0
2029,Despite Tecfidera Q massive miss BIIB still up B since they first verbally communicated AD data in Dec.,0
2030,Did your tv ad really list breast cancer as a possibility How is this a legal.drug ,0
2031, s Lemtrada shows five year efficacy in extended trials,0
2032,Does anyone have any experience with ocrevus And if you do how have you found it Xx,1
2033,Almost a week off Tecfidera awaiting lymphocytes to rise before I go on DMT no. . And I ve never felt better loads of energy sharper etc. Any MSers found the same Seriously tempted to give going drug free a whirl for a bit... mswarrior ms,1
2034,Where did you get that ocrelizumab had highly significant reductions in disability You then quote a P value of . but the only time that appears is for annualized relapse rate not disability. They didn t hit the disability in P . In P they had p . .,0
2035,Hooray for Tysabri Hope youre well,0
2036,As one of the estimated people being treated with Ocrevus ocrelizumab I would certainly welcome a hour infusion time vs current hours.,1
2037,Fingolimod Lessons Learned and New Opportunities for Treating Multiple Sclerosis and Other Disorders Annual Review of Pharmacology and Toxicology,0
2038,I was approved for a program that will assist me in paying for the new drug I will begin taking Ocrevus for up to one year.,1
2039,I opted for Tecfidera easier with all the travelling I do...,1
2040,Anyone got tips or assurance for Wayne re Tecfidera ,0
2041,I take Ocrevus every six months.,1
2042,Im just about to start the Mavenclad which is similar I hear... immune restart and all. My Neuro is great but i think its very early days for me to be put foward for HSCT. Id take it with both hands.,1
2043,And the multipage consent form which includes paraphrasing here classics like . Your brain may melt . Permanent brain damage . Longer time on drug higher risk Makes natalizumab a very hard sell.,0
2044,PARISMS Dr Giovanonni Tysabri improves gait and hands in progressive MS but USFDA says it doesn t work EDSS score no change ,0
2045,Argentina Approves Mavenclad for Active Relapsing MS. Read more ,0
2046,SageLinQ Health FDA gives ocrelizumab breakthrough designation for PPMS Roche,0
2047,Why NICE Didn t Approve Roche s Ocrevus for Multiple Sclerosis Market Realist,0
2048,FDA Approves Three Generic Versions of Novartis Gilenya for Treating Relapsing MS multiplesclerosis,0
2049,Anyways I m on my way to get my next round of Ocrevus treatment for my MS,1
2050,Thought about it probably Roche would need to divest Ocrevus. In this case a takeover wouldn t make sense for me. But all i know is that i know nothing,1
2051,n MS natalizumab anti JCV Abs. JCV may be linked to brain disorders. Is in Ab assoc. w risk of PML ,0
2052,Dr Tanuja Chitnis discusses the positive findings of a recent phase trial which found fingolimod to reduce the rate of relapses in pediatric patients with MultipleSclerosis. Learn more about the trial published in READ more ,0
2053,I share your plight with your recent diagnosis. Our prayers are with you and your family. Look at Tecfidera. It s a new MS drug,1
2054,Do you know how much drug rehabilitation day treatment costs Do you know how much the MS drug Tysabri costs Bone marrow transplant ,0
2055,Day five Lemtrada complete. Gruelling especially the last two days. So thankful for such super hospital staff. Quarantine now for me ,1
2056,We dont have those same concernsB cell depletion may be associated with some increased risk of infection but we really didnt see that much in the N Mo trial and we havent really seen that with ocrelizumab or rituximab.,0
2057,New article Alemtuzumab Rare serious adverse events of a high efficacy drug. MS multiplesclerosis neurology,0
2058,ECTRIMS global database MS data alliance looking at anti CD and COVID outcomes. Over patients. Increased hospitalisation risk ICU risk ventilation risk and death risk for anti CD maybe siponimod .,0
2059,Its finally Ocrevus day So excited hopefully this helps this awful fatigue from what Im presuming is the crap gap,1
2060,Alemtuzumab induced autoimmune thyroid events in patients with relapsing remitting multiple sclerosis A real life and monocentric experience at a tertiary level centre.,0
2061,A And of course I am not happy that Gilenya isn t covered. Now I am not on any med in fear of flare. ChatMS,1
2062,breakingnews Australia s TGA has just approved Roches OCREVUS ocrelizumab to treat Multiple Sclerosis.,0
2063,Gaining on Pain NEJM chronicpain fingolimod opioid Further demonstration of the involvement of sphingolipid metabolism in neuropathicpain generation.,0
2064,Coffee tysabri and croissants what more do I need monthlyvisit ms,0
2065,Timelines very similar how is Tecfidera for you x,1
2066,Natalizumab treatment leads to an increase in circulating CXCR expressing B cells Neurology,0
2067,On the other hand some of the best ones are Gilenya Tecfidera Vigamox Januvia Halcion Librium Calypsol etc. There have been some goodns over the years.,0
2068,Agree with . I just had a similar pt on ocrevus and developed ileal CD after years on it. If pts MS is in remission Id rather not rock the boat by switching to a new agent to cover MS and IBD. Cant guarantee same efficacy for the MS. We chose adding UST,1
2069,Oral Dimethyl Fumarate in Children With Multiple Sclerosis A Dual Center Study. PubMed NCBI,0
2070,My hot flushes from tecfidera have been way more frequent and intense since catching covid Hoping thats just from being run down and will pass,1
2071,RT I m off to do my Tysabri treatment in Nanaimo today. Friends and series readers funniest childrenofankhseries. Hashtag idea wins a treat when I get home. Port Alberni British Columbia,1
